"train/global_step","vit-large-patch16-384-wot - _step","vit-large-patch16-384-wot - _step__MIN","vit-large-patch16-384-wot - _step__MAX","vit-large-patch16-384-wot - eval/loss","vit-large-patch16-384-wot - eval/loss__MIN","vit-large-patch16-384-wot - eval/loss__MAX","vit-large-patch16-384 - _step","vit-large-patch16-384 - _step__MIN","vit-large-patch16-384 - _step__MAX","vit-large-patch16-384 - eval/loss","vit-large-patch16-384 - eval/loss__MIN","vit-large-patch16-384 - eval/loss__MAX"
"6000","659","659","659","0.5408965349197388","0.5408965349197388","0.5408965349197388","659","659","659","0.32941916584968567","0.32941916584968567","0.32941916584968567"
"6100","670","670","670","0.5442343950271606","0.5442343950271606","0.5442343950271606","670","670","670","0.30310308933258057","0.30310308933258057","0.30310308933258057"
"6200","681","681","681","0.5474753379821777","0.5474753379821777","0.5474753379821777","681","681","681","0.3070422112941742","0.3070422112941742","0.3070422112941742"
"6300","692","692","692","0.5552837252616882","0.5552837252616882","0.5552837252616882","692","692","692","0.31263598799705505","0.31263598799705505","0.31263598799705505"
"6400","703","703","703","0.5423960089683533","0.5423960089683533","0.5423960089683533","703","703","703","0.3220684826374054","0.3220684826374054","0.3220684826374054"
"6500","714","714","714","0.5527756810188293","0.5527756810188293","0.5527756810188293","714","714","714","0.31312334537506104","0.31312334537506104","0.31312334537506104"
"6600","725","725","725","0.555662214756012","0.555662214756012","0.555662214756012","725","725","725","0.304372638463974","0.304372638463974","0.304372638463974"
"6700","736","736","736","0.5585705041885376","0.5585705041885376","0.5585705041885376","736","736","736","0.3205808401107788","0.3205808401107788","0.3205808401107788"
"6800","747","747","747","0.5656014084815979","0.5656014084815979","0.5656014084815979","747","747","747","0.31155356764793396","0.31155356764793396","0.31155356764793396"
"6900","758","758","758","0.5517715811729431","0.5517715811729431","0.5517715811729431","758","758","758","0.2953791320323944","0.2953791320323944","0.2953791320323944"
"7000","769","769","769","0.562809407711029","0.562809407711029","0.562809407711029","769","769","769","0.31154167652130127","0.31154167652130127","0.31154167652130127"
"7100","780","780","780","0.5661150813102722","0.5661150813102722","0.5661150813102722","780","780","780","0.312823086977005","0.312823086977005","0.312823086977005"
"7200","791","791","791","0.5726369619369507","0.5726369619369507","0.5726369619369507","791","791","791","0.30194854736328125","0.30194854736328125","0.30194854736328125"
"7300","802","802","802","0.584413468837738","0.584413468837738","0.584413468837738","802","802","802","0.3143892288208008","0.3143892288208008","0.3143892288208008"
"7400","813","813","813","0.5650308728218079","0.5650308728218079","0.5650308728218079","813","813","813","0.31200259923934937","0.31200259923934937","0.31200259923934937"
"7500","824","824","824","0.5812007188796997","0.5812007188796997","0.5812007188796997","824","824","824","0.30546873807907104","0.30546873807907104","0.30546873807907104"
"7600","835","835","835","0.577747106552124","0.577747106552124","0.577747106552124","835","835","835","0.33537164330482483","0.33537164330482483","0.33537164330482483"
"7700","846","846","846","0.5811179876327515","0.5811179876327515","0.5811179876327515","846","846","846","0.3314836323261261","0.3314836323261261","0.3314836323261261"
"7800","857","857","857","0.5862929821014404","0.5862929821014404","0.5862929821014404","857","857","857","0.3147999346256256","0.3147999346256256","0.3147999346256256"
"7900","868","868","868","0.5822148323059082","0.5822148323059082","0.5822148323059082","868","868","868","0.3234356641769409","0.3234356641769409","0.3234356641769409"
"8000","879","879","879","0.5875288248062134","0.5875288248062134","0.5875288248062134","879","879","879","0.3225722908973694","0.3225722908973694","0.3225722908973694"
"8100","890","890","890","0.592294454574585","0.592294454574585","0.592294454574585","890","890","890","0.32782015204429626","0.32782015204429626","0.32782015204429626"
"8200","901","901","901","0.597235918045044","0.597235918045044","0.597235918045044","901","901","901","0.31078964471817017","0.31078964471817017","0.31078964471817017"
"8300","912","912","912","0.5940079689025879","0.5940079689025879","0.5940079689025879","912","912","912","0.31012430787086487","0.31012430787086487","0.31012430787086487"
"8400","923","923","923","0.5959900617599487","0.5959900617599487","0.5959900617599487","923","923","923","0.3265588581562042","0.3265588581562042","0.3265588581562042"
"8500","934","934","934","0.6023267507553101","0.6023267507553101","0.6023267507553101","934","934","934","0.3174503445625305","0.3174503445625305","0.3174503445625305"
"8600","945","945","945","0.5993970632553101","0.5993970632553101","0.5993970632553101","945","945","945","0.31182828545570374","0.31182828545570374","0.31182828545570374"
"8700","956","956","956","0.5999940633773804","0.5999940633773804","0.5999940633773804","956","956","956","0.32431548833847046","0.32431548833847046","0.32431548833847046"
"8800","967","967","967","0.6022642254829407","0.6022642254829407","0.6022642254829407","967","967","967","0.30713528394699097","0.30713528394699097","0.30713528394699097"
"8900","978","978","978","0.5978765487670898","0.5978765487670898","0.5978765487670898","978","978","978","0.3155565559864044","0.3155565559864044","0.3155565559864044"
"9000","989","989","989","0.5997678637504578","0.5997678637504578","0.5997678637504578","989","989","989","0.3151814341545105","0.3151814341545105","0.3151814341545105"
"9100","1000","1000","1000","0.6016560196876526","0.6016560196876526","0.6016560196876526","1000","1000","1000","0.31201171875","0.31201171875","0.31201171875"
"9200","1011","1011","1011","0.603380560874939","0.603380560874939","0.603380560874939","1011","1011","1011","0.32064470648765564","0.32064470648765564","0.32064470648765564"
"9300","1022","1022","1022","0.6003857254981995","0.6003857254981995","0.6003857254981995","1022","1022","1022","0.3134053647518158","0.3134053647518158","0.3134053647518158"
"9400","1033","1033","1033","0.6008155941963196","0.6008155941963196","0.6008155941963196","1033","1033","1033","0.3327467739582062","0.3327467739582062","0.3327467739582062"
"9500","1044","1044","1044","0.6059057712554932","0.6059057712554932","0.6059057712554932","1044","1044","1044","0.3327157497406006","0.3327157497406006","0.3327157497406006"
"9600","1055","1055","1055","0.6046844720840454","0.6046844720840454","0.6046844720840454","1055","1055","1055","0.30419009923934937","0.30419009923934937","0.30419009923934937"
"9700","1066","1066","1066","0.6042449474334717","0.6042449474334717","0.6042449474334717","1066","1066","1066","0.3097674548625946","0.3097674548625946","0.3097674548625946"
"9800","1077","1077","1077","0.6049358248710632","0.6049358248710632","0.6049358248710632","1077","1077","1077","0.3125675320625305","0.3125675320625305","0.3125675320625305"
"9900","1088","1088","1088","0.6028022766113281","0.6028022766113281","0.6028022766113281","1088","1088","1088","0.32587069272994995","0.32587069272994995","0.32587069272994995"
"10000","1099","1099","1099","0.6086450219154358","0.6086450219154358","0.6086450219154358","1099","1099","1099","0.3112943470478058","0.3112943470478058","0.3112943470478058"
"10100","1110","1110","1110","0.6062522530555725","0.6062522530555725","0.6062522530555725","1110","1110","1110","0.3442738652229309","0.3442738652229309","0.3442738652229309"
"10200","1121","1121","1121","0.6098963618278503","0.6098963618278503","0.6098963618278503","1121","1121","1121","0.3058246970176697","0.3058246970176697","0.3058246970176697"
"10300","1132","1132","1132","0.6076169610023499","0.6076169610023499","0.6076169610023499","1132","1132","1132","0.30445384979248047","0.30445384979248047","0.30445384979248047"
"10400","1143","1143","1143","0.6053836941719055","0.6053836941719055","0.6053836941719055","1143","1143","1143","0.32961997389793396","0.32961997389793396","0.32961997389793396"
"10500","1154","1154","1154","0.60776287317276","0.60776287317276","0.60776287317276","1154","1154","1154","0.3332012891769409","0.3332012891769409","0.3332012891769409"
"10600","1165","1165","1165","0.6091413497924805","0.6091413497924805","0.6091413497924805","1165","1165","1165","0.33146995306015015","0.33146995306015015","0.33146995306015015"
"10700","1176","1176","1176","0.6089004278182983","0.6089004278182983","0.6089004278182983","1176","1176","1176","0.32193341851234436","0.32193341851234436","0.32193341851234436"
"10800","1187","1187","1187","0.6092795133590698","0.6092795133590698","0.6092795133590698","1187","1187","1187","0.3454001247882843","0.3454001247882843","0.3454001247882843"
"10900","1198","1198","1198","0.6079724431037903","0.6079724431037903","0.6079724431037903","1198","1198","1198","0.32905682921409607","0.32905682921409607","0.32905682921409607"
"11000","1209","1209","1209","0.6123751401901245","0.6123751401901245","0.6123751401901245","1209","1209","1209","0.33191168308258057","0.33191168308258057","0.33191168308258057"
"11100","1220","1220","1220","0.6128332614898682","0.6128332614898682","0.6128332614898682","1220","1220","1220","0.3209696114063263","0.3209696114063263","0.3209696114063263"
"11200","1231","1231","1231","0.6145088076591492","0.6145088076591492","0.6145088076591492","1231","1231","1231","0.3269211947917938","0.3269211947917938","0.3269211947917938"
"11300","1242","1242","1242","0.6174277663230896","0.6174277663230896","0.6174277663230896","1242","1242","1242","0.35462725162506104","0.35462725162506104","0.35462725162506104"
"11400","1253","1253","1253","0.6172066926956177","0.6172066926956177","0.6172066926956177","1253","1253","1253","0.3326728641986847","0.3326728641986847","0.3326728641986847"
"11500","1264","1264","1264","0.6164580583572388","0.6164580583572388","0.6164580583572388","1264","1264","1264","0.35128140449523926","0.35128140449523926","0.35128140449523926"
"11600","1275","1275","1275","0.6154456734657288","0.6154456734657288","0.6154456734657288","1275","1275","1275","0.32326409220695496","0.32326409220695496","0.32326409220695496"
"11700","1286","1286","1286","0.6155612468719482","0.6155612468719482","0.6155612468719482","1286","1286","1286","0.32729265093803406","0.32729265093803406","0.32729265093803406"
"11800","1297","1297","1297","0.6132314801216125","0.6132314801216125","0.6132314801216125","1297","1297","1297","0.3303765654563904","0.3303765654563904","0.3303765654563904"
"11900","1308","1308","1308","0.6159123182296753","0.6159123182296753","0.6159123182296753","1308","1308","1308","0.3182717561721802","0.3182717561721802","0.3182717561721802"
"12000","1319","1319","1319","0.6147058010101318","0.6147058010101318","0.6147058010101318","1319","1319","1319","0.3289044201374054","0.3289044201374054","0.3289044201374054"
"12100","1330","1330","1330","0.6181016564369202","0.6181016564369202","0.6181016564369202","1330","1330","1330","0.343325138092041","0.343325138092041","0.343325138092041"
"12200","1341","1341","1341","0.6183029413223267","0.6183029413223267","0.6183029413223267","1341","1341","1341","0.36742478609085083","0.36742478609085083","0.36742478609085083"
"12300","1352","1352","1352","0.6186777949333191","0.6186777949333191","0.6186777949333191","1352","1352","1352","0.34100285172462463","0.34100285172462463","0.34100285172462463"
"12400","1363","1363","1363","0.6178354024887085","0.6178354024887085","0.6178354024887085","1363","1363","1363","0.352705180644989","0.352705180644989","0.352705180644989"
"12500","1374","1374","1374","0.6200857162475586","0.6200857162475586","0.6200857162475586","1374","1374","1374","0.3387339413166046","0.3387339413166046","0.3387339413166046"
"12600","1385","1385","1385","0.6189560294151306","0.6189560294151306","0.6189560294151306","1385","1385","1385","0.33713674545288086","0.33713674545288086","0.33713674545288086"
"12700","1396","1396","1396","0.6176416873931885","0.6176416873931885","0.6176416873931885","1396","1396","1396","0.3256288468837738","0.3256288468837738","0.3256288468837738"
"12800","1407","1407","1407","0.6206463575363159","0.6206463575363159","0.6206463575363159","1407","1407","1407","0.3477000594139099","0.3477000594139099","0.3477000594139099"
"12900","1418","1418","1418","0.6199923753738403","0.6199923753738403","0.6199923753738403","1418","1418","1418","0.3543069064617157","0.3543069064617157","0.3543069064617157"
"13000","1429","1429","1429","0.6197921633720398","0.6197921633720398","0.6197921633720398","1429","1429","1429","0.35483625531196594","0.35483625531196594","0.35483625531196594"
"13100","1440","1440","1440","0.6192675232887268","0.6192675232887268","0.6192675232887268","1440","1440","1440","0.3414153754711151","0.3414153754711151","0.3414153754711151"
"13200","1451","1451","1451","0.6193845272064209","0.6193845272064209","0.6193845272064209","1451","1451","1451","0.34269586205482483","0.34269586205482483","0.34269586205482483"
"13300","1462","1462","1462","0.6192216277122498","0.6192216277122498","0.6192216277122498","1462","1462","1462","0.3439905047416687","0.3439905047416687","0.3439905047416687"
"13400","1473","1473","1473","0.618345320224762","0.618345320224762","0.618345320224762","1473","1473","1473","0.34213364124298096","0.34213364124298096","0.34213364124298096"
"13500","1484","1484","1484","0.614691972732544","0.614691972732544","0.614691972732544","1484","1484","1484","0.3348696827888489","0.3348696827888489","0.3348696827888489"
"13600","1495","1495","1495","0.6156406402587891","0.6156406402587891","0.6156406402587891","1495","1495","1495","0.33748358488082886","0.33748358488082886","0.33748358488082886"
"13700","1506","1506","1506","0.6162633895874023","0.6162633895874023","0.6162633895874023","1506","1506","1506","0.35506534576416016","0.35506534576416016","0.35506534576416016"
"13800","1517","1517","1517","0.6230767965316772","0.6230767965316772","0.6230767965316772","1517","1517","1517","0.3451007604598999","0.3451007604598999","0.3451007604598999"
"13900","1528","1528","1528","0.6222180724143982","0.6222180724143982","0.6222180724143982","1528","1528","1528","0.337883323431015","0.337883323431015","0.337883323431015"
"14000","1539","1539","1539","0.6238228678703308","0.6238228678703308","0.6238228678703308","1539","1539","1539","0.3383031487464905","0.3383031487464905","0.3383031487464905"
"14100","1550","1550","1550","0.6228249669075012","0.6228249669075012","0.6228249669075012","1550","1550","1550","0.3290504515171051","0.3290504515171051","0.3290504515171051"
"14200","1561","1561","1561","0.6268694400787354","0.6268694400787354","0.6268694400787354","1561","1561","1561","0.3407801687717438","0.3407801687717438","0.3407801687717438"
"14300","1572","1572","1572","0.62636399269104","0.62636399269104","0.62636399269104","1572","1572","1572","0.3435400724411011","0.3435400724411011","0.3435400724411011"
"14400","1583","1583","1583","0.6255494952201843","0.6255494952201843","0.6255494952201843","1583","1583","1583","0.34812262654304504","0.34812262654304504","0.34812262654304504"
"14500","1594","1594","1594","0.6245453357696533","0.6245453357696533","0.6245453357696533","1594","1594","1594","0.3419063985347748","0.3419063985347748","0.3419063985347748"
"14600","1605","1605","1605","0.6245988607406616","0.6245988607406616","0.6245988607406616","1605","1605","1605","0.34921693801879883","0.34921693801879883","0.34921693801879883"
"14700","1616","1616","1616","0.6220940351486206","0.6220940351486206","0.6220940351486206","1616","1616","1616","0.3472692668437958","0.3472692668437958","0.3472692668437958"
"14800","1627","1627","1627","0.6233042478561401","0.6233042478561401","0.6233042478561401","1627","1627","1627","0.3417147397994995","0.3417147397994995","0.3417147397994995"
"14900","1638","1638","1638","0.62333083152771","0.62333083152771","0.62333083152771","1638","1638","1638","0.3387763798236847","0.3387763798236847","0.3387763798236847"
"15000","1649","1649","1649","0.6233641505241394","0.6233641505241394","0.6233641505241394","1649","1649","1649","0.33069053292274475","0.33069053292274475","0.33069053292274475"
"15100","1660","1660","1660","0.622952401638031","0.622952401638031","0.622952401638031","1660","1660","1660","0.3289838135242462","0.3289838135242462","0.3289838135242462"
"15200","1671","1671","1671","0.6217785477638245","0.6217785477638245","0.6217785477638245","1671","1671","1671","0.3317054212093353","0.3317054212093353","0.3317054212093353"
"15300","1682","1682","1682","0.6222679615020752","0.6222679615020752","0.6222679615020752","1682","1682","1682","0.34250009059906006","0.34250009059906006","0.34250009059906006"
"15400","1693","1693","1693","0.6217983961105347","0.6217983961105347","0.6217983961105347","","","","","",""
"15500","1704","1704","1704","0.6218835711479187","0.6218835711479187","0.6218835711479187","","","","","",""
"15600","1715","1715","1715","0.6233406662940979","0.6233406662940979","0.6233406662940979","","","","","",""
"15700","1726","1726","1726","0.6237198710441589","0.6237198710441589","0.6237198710441589","","","","","",""
"15800","1737","1737","1737","0.6231904029846191","0.6231904029846191","0.6231904029846191","","","","","",""
"15900","1748","1748","1748","0.6219467520713806","0.6219467520713806","0.6219467520713806","","","","","",""
"16000","1759","1759","1759","0.6219717264175415","0.6219717264175415","0.6219717264175415","","","","","",""
"16100","1770","1770","1770","0.6220990419387817","0.6220990419387817","0.6220990419387817","","","","","",""
"16200","1781","1781","1781","0.6222440600395203","0.6222440600395203","0.6222440600395203","","","","","",""
"16300","1792","1792","1792","0.6220181584358215","0.6220181584358215","0.6220181584358215","","","","","",""
"16400","1803","1803","1803","0.6222837567329407","0.6222837567329407","0.6222837567329407","","","","","",""
"16500","1814","1814","1814","0.6225035190582275","0.6225035190582275","0.6225035190582275","","","","","",""
"16600","1825","1825","1825","0.6225042939186096","0.6225042939186096","0.6225042939186096","","","","","",""
"16700","1836","1836","1836","0.6238237023353577","0.6238237023353577","0.6238237023353577","","","","","",""
"16800","1847","1847","1847","0.6228659152984619","0.6228659152984619","0.6228659152984619","","","","","",""
"16900","1858","1858","1858","0.6237770318984985","0.6237770318984985","0.6237770318984985","","","","","",""
"17000","1869","1869","1869","0.6233887672424316","0.6233887672424316","0.6233887672424316","","","","","",""
"17100","1880","1880","1880","0.6233729720115662","0.6233729720115662","0.6233729720115662","","","","","",""
"17200","1891","1891","1891","0.622068464756012","0.622068464756012","0.622068464756012","","","","","",""
"17300","1902","1902","1902","0.6231772899627686","0.6231772899627686","0.6231772899627686","","","","","",""
"17400","1913","1913","1913","0.6238180994987488","0.6238180994987488","0.6238180994987488","","","","","",""
"17500","1924","1924","1924","0.6227226853370667","0.6227226853370667","0.6227226853370667","","","","","",""
"17600","1935","1935","1935","0.6226313710212708","0.6226313710212708","0.6226313710212708","","","","","",""
"17700","1946","1946","1946","0.6242173314094543","0.6242173314094543","0.6242173314094543","","","","","",""
"17800","1957","1957","1957","0.6227756142616272","0.6227756142616272","0.6227756142616272","","","","","",""
"17900","1968","1968","1968","0.6241869330406189","0.6241869330406189","0.6241869330406189","","","","","",""
"18000","1979","1979","1979","0.6236388683319092","0.6236388683319092","0.6236388683319092","","","","","",""
